"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Palworld","1705554000000","true","18877670","29.99","442593720","79.72423001547446","94","AA","Pocketpair","Pocketpair","1623730","https://store.steampowered.com/app/1623730",""
"Rust","1385856000000","false","19413277","39.99","338762728","302.4282421975935","87","AA","Facepunch Studios","Facepunch Studios","252490","https://store.steampowered.com/app/252490","1518066000000"
"Stardew Valley","1456462800000","false","25342665","14.99","235972617","61.779064015078","98","AA","ConcernedApe","ConcernedApe","413150","https://store.steampowered.com/app/413150",""
"Sons Of The Forest","1677128400000","false","9617393","29.99","230030956","34.724684367349866","88","AA","Newnight","Endnight Games Ltd","1326470","https://store.steampowered.com/app/1326470","1708578000000"
"ARK: Survival Evolved","1433116800000","false","16884052","14.99","225835246","269.46607612488975","84","AA","Studio Wildcard,Snail Games USA","Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","346110","https://store.steampowered.com/app/346110","1503806400000"
"Path of Exile","1382500800000","false","13940453","0","205222729.57172537","455.99936881193474","90","AA","Grinding Gear Games","Grinding Gear Games","238960","https://store.steampowered.com/app/238960",""
"Phasmophobia","1600401600000","true","14643935","19.99","164190820","53.052059945311704","96","AA","Kinetic Games","Kinetic Games","739630","https://store.steampowered.com/app/739630",""
"Squad","1450069200000","false","6180872","49.99","160240983","78.96278488289548","83","AA","Offworld","Offworld","393380","https://store.steampowered.com/app/393380","1600833600000"
"The Forest","1398902400000","false","21290241","19.99","159441560","24.622146625205534","96","AA","Endnight Games Ltd","Endnight Games Ltd","242760","https://store.steampowered.com/app/242760","1525060800000"
"Raft","1527048000000","false","11895618","19.99","151710247","29.09935427079548","93","AA","Axolot Games","Redbeet Interactive","648800","https://store.steampowered.com/app/648800","1655697600000"
"Valheim","1612242000000","true","11247709","19.99","149074875","60.31920770430348","94","AA","Coffee Stain Publishing","Iron Gate AB","892970","https://store.steampowered.com/app/892970",""
"Ready or Not","1639717200000","false","4994019","49.99","147012931","35.03936600949909","89","AA","VOID Interactive","VOID Interactive","1144200","https://store.steampowered.com/app/1144200","1702443600000"
"Project Zomboid","1383886800000","true","11783551","19.99","138961087","115.51538266282216","94","AA","The Indie Stone","The Indie Stone","108600","https://store.steampowered.com/app/108600",""
"Terraria","1305518400000","false","27428079","9.99","135789622","108.71978640595145","98","AA","Re-Logic","Re-Logic","105600","https://store.steampowered.com/app/105600",""
"Mount & Blade II: Bannerlord","1585540800000","false","3820632","49.99","135340749","102.2645616221381","88","AA","TaleWorlds Entertainment","TaleWorlds Entertainment","261550","https://store.steampowered.com/app/261550","1666670400000"
"Garry's Mod","1164776400000","false","26989873","9.99","134482066","139.5365322240862","97","AAA","Valve","Facepunch Studios","4000","https://store.steampowered.com/app/4000",""
"Satisfactory","1591574400000","false","5693125","39.99","128899013","136.25897952397088","97","AA","Coffee Stain Publishing","Coffee Stain Studios","526870","https://store.steampowered.com/app/526870","1725926400000"
"Factorio","1454284800000","false","4324385","35","119057142","321.26859746786295","97","AA","Wube Software LTD.","Wube Software LTD.","427520","https://store.steampowered.com/app/427520","1597377600000"
"Lethal Company","1698033600000","true","13392557","9.99","114978813","37.13283926391407","97","AA","Zeekerss","Zeekerss","1966720","https://store.steampowered.com/app/1966720",""
"RimWorld","1467331200000","false","4016482","34.99","112201394","253.99388067741825","98","AA","Ludeon Studios","Ludeon Studios","294100","https://store.steampowered.com/app/294100","1539748800000"
"Don't Starve Together","1417392000000","false","17296992","14.99","105071845","100.28645357384629","96","AA","Klei Entertainment","Klei Entertainment","322330","https://store.steampowered.com/app/322330","1461211200000"
"Hades","1575954000000","false","6906205","24.99","101813717","41.01232277975702","98","AA","Supergiant Games","Supergiant Games","1145360","https://store.steampowered.com/app/1145360","1600315200000"
"Last Epoch","1556596800000","false","3166111","34.99","94275899","95.54537091956789","77","AA","Eleventh Hour Games","Eleventh Hour Games","899770","https://store.steampowered.com/app/899770","1708491600000"
"Brawlhalla","1396310400000","false","28680249","0","94002623.50922006","163.98261135982634","82","AAA","Ubisoft","Blue Mammoth Games","291550","https://store.steampowered.com/app/291550","1508212800000"
"Subnautica","1393632000000","false","6681450","29.99","92540220","32.232082648863624","97","AA","Unknown Worlds Entertainment","Unknown Worlds Entertainment","264710","https://store.steampowered.com/app/264710","1516683600000"
"Risk of Rain 2","1553745600000","false","6399878","24.99","91599348","53.75645812719263","93","AA","Gearbox Publishing","Hopoo Games","632360","https://store.steampowered.com/app/632360","1597118400000"
"7 Days to Die","1386892800000","false","9262955","44.99","87813117","201.18051563807043","89","AA","The Fun Pimps Entertainment LLC","The Fun Pimps","251570","https://store.steampowered.com/app/251570","1721865600000"
"Euro Truck Simulator 2","1356998400000","false","17866625","19.99","79892575","61.65763587069705","98","AA","SCS Software","SCS Software","227300","https://store.steampowered.com/app/227300","1350014400000"
"Warhammer 40,000: Darktide","1669784400000","false","2591406","39.99","79777795","49.93766097762116","70","AA","Fatshark","Fatshark","1361210","https://store.steampowered.com/app/1361210",""
"Human Fall Flat","1469160000000","false","14138451","19.99","73890177","15.634795840335087","95","AA","Curve Games","No Brakes Games","477160","https://store.steampowered.com/app/477160",""
"Cuphead","1506657600000","false","5070254","19.99","71527398","26.025048548438775","96","AA","Studio MDHR Entertainment Inc.","Studio MDHR Entertainment Inc.","268910","https://store.steampowered.com/app/268910",""
"ARK: Survival Ascended","1698206400000","true","1880937","44.99","70468670","131.61198516515918","59","AA","Studio Wildcard,Snail Games USA","Studio Wildcard,Grove Street Games,Instinct Games","2399830","https://store.steampowered.com/app/2399830",""
"Hollow Knight","1487912400000","false","8512517","14.99","65350203","46.60090724061804","97","AA","Team Cherry","Team Cherry","367520","https://store.steampowered.com/app/367520",""
"Oxygen Not Included","1493596800000","false","4822269","24.99","63022815","160.08255314013914","97","AA","Klei Entertainment","Klei Entertainment","457140","https://store.steampowered.com/app/457140","1564459200000"
"Eternal Return","1602648000000","false","4376399","0","61464685.66809772","231.71534008297215","80","AA","Nimble Neuron,SapStaR Games","Nimble Neuron","1049590","https://store.steampowered.com/app/1049590","1689739200000"
"Dead Cells","1493596800000","false","4726895","24.99","60056531","39.95800355204932","97","AA","Motion Twin","Motion Twin","588650","https://store.steampowered.com/app/588650","1533528000000"
"Hell Let Loose","1559793600000","false","2205649","49.99","58415922","118.41371678156405","82","AA","Team17","Team17","686810","https://store.steampowered.com/app/686810","1627358400000"
"SCUM","1535515200000","true","3440331","39.99","57547298","273.3254623822265","75","AA","Jagex Ltd","Gamepires","513710","https://store.steampowered.com/app/513710",""
"ASTRONEER","1480550400000","false","3727143","29.99","57003032","43.3311423078251","92","AA","System Era Softworks","System Era Softworks","361420","https://store.steampowered.com/app/361420","1549342800000"
"Slay the Spire","1509494400000","false","5441238","24.99","56384991","56.300127765473825","98","AA","Mega Crit","Mega Crit","646570","https://store.steampowered.com/app/646570","1548219600000"
"MORDHAU","1556510400000","false","2520657","29.99","55223880","129.04816071603048","80","AA","Triternion","Triternion","629760","https://store.steampowered.com/app/629760",""
"Beat Saber","1525132800000","false","2189049","29.99","55049203","54.44374075268264","96","AA","Beat Games","Beat Games","620980","https://store.steampowered.com/app/620980","1558411200000"
"Cult of the Lamb","1660190400000","false","3406033","24.99","53957271","28.043514536503537","96","AA","Devolver Digital","Massive Monster","1313140","https://store.steampowered.com/app/1313140",""
"Kerbal Space Program","1362096000000","false","3649424","39.99","53899227","138.31350072317832","95","AA","Private Division","Squad","220200","https://store.steampowered.com/app/220200","1430107200000"
"Assetto Corsa","1383264000000","false","5076696","19.99","52193645","71.14221948982555","93","AA","Kunos Simulazioni","Kunos Simulazioni","244210","https://store.steampowered.com/app/244210","1418965200000"
"Stray","1658203200000","false","2537739","29.99","51548613","6.988497187156829","97","AA","Annapurna Interactive","BlueTwelve Studio","1332010","https://store.steampowered.com/app/1332010",""
"Overcooked! 2","1533614400000","false","5174331","24.99","51414390","31.273844465165038","91","AA","Team17","Ghost Town Games Ltd.,Team17","728880","https://store.steampowered.com/app/728880",""
"Tabletop Simulator","1396310400000","false","4933291","19.99","50671556","37.40035670217494","96","AA","Berserk Games","Berserk Games","286160","https://store.steampowered.com/app/286160","1433476800000"
"Teardown","1603944000000","false","2756577","29.99","50589640","21.657172542761124","96","AA","Tuxedo Labs","Tuxedo Labs","1167630","https://store.steampowered.com/app/1167630","1650513600000"
"Pummel Party","1537416000000","false","5634453","14.99","49391513","17.325128912921528","89","Indie","Rebuilt Games","Rebuilt Games","880940","https://store.steampowered.com/app/880940",""
"Green Hell","1533081600000","1567656000000","false","3490621","24.99","47126686","33.394162545601155","86","Indie","Creepy Jar","Creepy Jar","815370","https://store.steampowered.com/app/815370"
"鬼谷八荒 Tale of Immortal","1611723600000","1685073600000","false","3777081","19.99","47036965","58.95550059704199","53","Indie","鬼谷工作室,Lightning Games","鬼谷工作室","1468810","https://store.steampowered.com/app/1468810"
"Space Engineers","1380585600000","1551330000000","false","4303154","19.99","45748782","280.2152753392257","89","AA","Keen Software House","Keen Software House","244850","https://store.steampowered.com/app/244850"
"Hades II","1714968000000","","true","1763684","29.99","45366075","36.254367888263715","95","AA","Supergiant Games","Supergiant Games","1145350","https://store.steampowered.com/app/1145350"
"Starbound","1383264000000","1469160000000","false","4175537","14.99","42588290","58.77391665085637","90","AA","Chucklefish","Chucklefish","211820","https://store.steampowered.com/app/211820"
"Gunfire Reborn","1588651200000","1637125200000","false","3465594","19.99","39806259","0","93","Indie","Duoyi Games","Duoyi Games","1217060","https://store.steampowered.com/app/1217060"
"The Long Dark","1409529600000","1501560000000","false","3854135","19.99","39650183","29.542324947089732","91","Indie","Hinterland Studio Inc.","Hinterland Studio Inc.","305620","https://store.steampowered.com/app/305620"
"Darkest Dungeon®","1422748800000","1453179600000","false","5221587","24.99","38806706","66.67366572048203","92","AA","Red Hook Studios","Red Hook Studios","262060","https://store.steampowered.com/app/262060"
"Realm of the Mad God Exalt","1329714000000","","false","4118896","0","37227537.76058375","221.8613516318173","83","Indie","Deca Games","Wild Shadow Studios,Deca Games","200210","https://store.steampowered.com/app/200210"
"Warhammer: Vermintide 2","1520485200000","","false","3813976","29.99","36809602","38.670538546271985","85","AA","Fatshark","Fatshark","552500","https://store.steampowered.com/app/552500"
"ULTRAKILL","1580274000000","","true","1748243","24.99","33501720","31.387075906286857","98","AA","New Blood Interactive","Arsi ""Hakita"" Patala","1229490","https://store.steampowered.com/app/1229490"
"Gang Beasts","1406851200000","1513054800000","false","3189779","19.99","33104656","19.618294668036512","85","Indie","Boneloaf","Boneloaf,Rocket Science","285900","https://store.steampowered.com/app/285900"
"Dyson Sphere Program","1611118800000","","true","2243076","19.99","32831663","143.01652172714125","98","AA","Gamera Games","Youthcat Studio","1366540","https://store.steampowered.com/app/1366540"
"Subnautica: Below Zero","1548824400000","1620878400000","false","2135060","29.99","32642671","25.16348150537493","91","AA","Unknown Worlds Entertainment","Unknown Worlds Entertainment","848450","https://store.steampowered.com/app/848450"
"Blade and Sorcery","1544504400000","1718596800000","false","1626242","29.99","32592068","39.38274244612369","97","Indie","WarpFrog","WarpFrog","629730","https://store.steampowered.com/app/629730"
"Kenshi","1362096000000","1544072400000","false","2290419","29.99","32480011","0","95","Indie","Lo-Fi Games","Lo-Fi Games","233860","https://store.steampowered.com/app/233860"
"Wartales","1638334800000","1681272000000","false","1358593","34.99","32291558","38.938488317745254","90","AA","Shiro Games","Shiro Games","1527950","https://store.steampowered.com/app/1527950"
"Noita","1569297600000","1602734400000","false","2735882","19.99","32107232","53.665279092986886","95","Indie","Nolla Games","Nolla Games","881100","https://store.steampowered.com/app/881100"
"The Outlast Trials","1684382400000","1709614800000","false","1263091","39.99","31766223","27.174615206871863","94","AA","Red Barrels","Red Barrels","1304930","https://store.steampowered.com/app/1304930"
"Scrap Mechanic","1453179600000","","true","2595407","19.99","31656917","66.60335448546495","92","AA","Axolot Games","Axolot Games","387990","https://store.steampowered.com/app/387990"
"Slime Rancher","1451606400000","1501560000000","false","4074610","19.99","31523295","18.502010188950834","98","AA","Monomi Park","Monomi Park","433340","https://store.steampowered.com/app/433340"
"House Flipper","1526529600000","","false","3420035","24.99","31282871","42.9260722966125","94","AA","Frozen District,PlayWay S.A.","Empyrean","613100","https://store.steampowered.com/app/613100"
"Party Animals","1695182400000","","false","2191191","19.99","31120020","96.6514878004396","78","Indie","Source Technology","Recreate Games","1260320","https://store.steampowered.com/app/1260320"
"Chivalry: Medieval Warfare","1350360000000","","false","4583930","24.99","30942566","47.4852459081359","83","Indie","Torn Banner Studios","Torn Banner Studios","219640","https://store.steampowered.com/app/219640"
"American Truck Simulator","1454389200000","","false","4492747","19.99","30930205","64.53320056451497","97","AA","SCS Software","SCS Software","270880","https://store.steampowered.com/app/270880"
"Outlast","1378267200000","","false","5063731","19.99","30751271","8.571131142228445","96","AA","Red Barrels","Red Barrels","238320","https://store.steampowered.com/app/238320"
"Timberborn","1631678400000","","true","1661915","34.99","30560378","33.108048346247266","96","Indie","Mechanistry","Mechanistry","1062090","https://store.steampowered.com/app/1062090"
"Medieval Dynasty","1600315200000","1632369600000","false","1265760","34.99","30302346","75.89307727171031","91","Indie","Toplitz Productions","Render Cube","1129580","https://store.steampowered.com/app/1129580"
"Kerbal Space Program 2","1677214800000","","true","656769","49.99","29993481","22.600561502319906","32","AA","Private Division","Intercept Games","954850","https://store.steampowered.com/app/954850"
"Undertale","1442289600000","","false","5746714","9.99","29950673","13.675246834594091","97","Indie","tobyfox","tobyfox","391540","https://store.steampowered.com/app/391540"
"Northgard","1485907200000","1520398800000","false","2493741","29.99","29524363","98.41886594667145","87","AA","Shiro Games","Shiro Games","466560","https://store.steampowered.com/app/466560"
"Castle Crashers®","1348632000000","","false","7210759","14.99","29434018","15.172491845726931","96","Indie","The Behemoth","The Behemoth","204360","https://store.steampowered.com/app/204360"
"Vampire Survivors","1639717200000","1666238400000","false","8219552","4.99","29348824","27.31726620763471","98","Indie","poncle","poncle","1794680","https://store.steampowered.com/app/1794680"
"Farthest Frontier","1660017600000","","true","1259200","29.99","29002614","93.67420748732364","86","AA","Crate Entertainment","Crate Entertainment","1044720","https://store.steampowered.com/app/1044720"
"Barotrauma","1559707200000","1678680000000","false","1938271","34.99","28914714","69.73655108646541","94","AA","Daedalic Entertainment","FakeFish,Undertow Games","602960","https://store.steampowered.com/app/602960"
"Balatro","1708405200000","","false","2277750","14.99","28739119","51.5677806128708","98","AA","Playstack","LocalThunk","2379780","https://store.steampowered.com/app/2379780"
"Plague Inc: Evolved","1391212800000","1455771600000","false","3925201","14.99","28554933","22.738990994873426","94","Indie","Ndemic Creations","Ndemic Creations","246620","https://store.steampowered.com/app/246620"
"Inscryption","1634616000000","","false","2447237","19.99","28254206","20.708974892720352","97","AA","Devolver Digital","Daniel Mullins Games","1092790","https://store.steampowered.com/app/1092790"
"Torchlight II","1348113600000","","false","3346795","19.99","28137228","24.913595331330896","93","AA","Arc Games","Runic Games","200710","https://store.steampowered.com/app/200710"
"Supermarket Simulator","1708405200000","","true","2708881","12.99","27830000","22.812947056068584","94","Indie","Nokta Games","Nokta Games","2670630","https://store.steampowered.com/app/2670630"
"Grim Dawn","1383264000000","1456376400000","false","3222057","24.99","27760732","133.47349779664034","94","AA","Crate Entertainment","Crate Entertainment","219990","https://store.steampowered.com/app/219990"
"Temtem","1579582800000","1662436800000","false","862967","44.99","27650155","43.486044005038174","82","AA","Humble Games","Crema","745920","https://store.steampowered.com/app/745920"
"BONEWORKS","1575954000000","","false","1036682","29.99","27134935","21.05738297964225","92","Indie","Stress Level Zero","Stress Level Zero","823500","https://store.steampowered.com/app/823500"
"Divinity: Original Sin - Enhanced Edition","1445918400000","","false","2060877","39.99","27008532","47.07842579484373","90","AAA","Larian Studios","Larian Studios","373420","https://store.steampowered.com/app/373420"
"Slime Rancher 2","1663819200000","","true","1252675","29.99","26675466","19.75971394736165","94","AA","Monomi Park","Monomi Park","1657630","https://store.steampowered.com/app/1657630"
"PowerWash Simulator","1621396800000","1657771200000","false","1371990","24.99","26555786","43.245331335106606","97","AA","Square Enix","FuturLab","1290000","https://store.steampowered.com/app/1290000"
"WorldBox - God Simulator","1638421200000","","true","1623372","19.99","25919884","16.152400375370668","95","Indie","Maxim Karpenko","Maxim Karpenko","1206560","https://store.steampowered.com/app/1206560"
"Warhammer 40,000: Rogue Trader","1701925200000","","false","717971","49.99","25795861","50.82494065126226","84","Indie","Owlcat Games","Owlcat Games","2186680","https://store.steampowered.com/app/2186680"
"Wolcen: Lords of Mayhem","1456790400000","1581570000000","false","1387514","29.99","25031863","35.933464477626444","56","Indie","WOLCEN Studio","WOLCEN Studio","424370","https://store.steampowered.com/app/424370"
"My Summer Car","1477267200000","1736294400000","false","1974162","14.99","24505934","54.64688102849044","95","Indie","Amistech Games","Amistech Games","516750","https://store.steampowered.com/app/516750"
"Prison Architect","1362096000000","1444104000000","false","3830480","29.99","24453545","31.167777473875216","90","AAA","Paradox Interactive","Introversion Software,Double Eleven","233450","https://store.steampowered.com/app/233450"
"IdleOn - The Idle RPG","1617336000000","","true","2043084","0","24095566.957936954","307.9872018516772","79","Indie","Lavaflame2","Lavaflame2","1476970","https://store.steampowered.com/app/1476970"
"Totally Accurate Battle Simulator","1554091200000","1617249600000","false","2775693","19.99","23947139","23.847118145154127","98","AA","Landfall","Landfall","508440","https://store.steampowered.com/app/508440"
"Wreckfest","1388534400000","1528948800000","false","1303804","29.99","23771856","21.941136564302063","88","AA","THQ Nordic","Bugbear","228380","https://store.steampowered.com/app/228380"
"Crush Crush","1462060800000","1476763200000","false","1096836","0","23439464.08709173","67.84141825426671","89","Indie","Sad Panda Studios","Sad Panda Studios","459820","https://store.steampowered.com/app/459820"
"Two Point Hospital","1535515200000","","false","1475591","29.99","23295049","20.379565892465244","92","AAA","SEGA","Two Point Studios","535930","https://store.steampowered.com/app/535930"
"Foxhole","1501128000000","1664337600000","false","1369320","29.99","23087429","147.3595251127","83","Indie","Siege Camp","Siege Camp","505460","https://store.steampowered.com/app/505460"
"PC Building Simulator","1519862400000","1548738000000","false","2074080","19.99","23060218","21.463695226986896","94","Indie","The Irregular Corporation","Claudiu Kiss,The Irregular Corporation","621060","https://store.steampowered.com/app/621060"
"Outlast 2","1493006400000","","false","2203254","29.99","23033071","9.034591431089414","91","AA","Red Barrels","Red Barrels","414700","https://store.steampowered.com/app/414700"
"Idle Champions of the Forgotten Realms","1504224000000","1585108800000","false","1547388","0","22972102.076305665","420.9237208758484","78","Indie","Codename Entertainment Inc.","Codename Entertainment Inc.","627690","https://store.steampowered.com/app/627690"
"Escape the Backrooms","1660190400000","","true","3164573","9.99","22877564","0","91","Indie","Fancy Games","Fancy Games","1943950","https://store.steampowered.com/app/1943950"
"My Time at Sandrock","1653451200000","1698897600000","false","1007615","39.99","22873494","69.98507351128765","88","Indie","Pathea Games,Focus Entertainment,PM Studios, Inc.,DMM Games","Pathea Games","1084600","https://store.steampowered.com/app/1084600"
"Dwarf Fortress","1670302800000","","false","847280","29.99","22813134","69.69453863069958","95","Indie","Kitfox Games","Bay 12 Games","975370","https://store.steampowered.com/app/975370"
"Chained Together","1718769600000","","false","5646906","4.99","22779524","6.900901322455816","91","Indie","Anegar Games","Anegar Games","2567870","https://store.steampowered.com/app/2567870"
"Core Keeper","1646715600000","1724716800000","false","2058679","19.99","22775030","50.40806631728291","93","Indie","Fireshine Games,bilibili","Pugstorm","1621690","https://store.steampowered.com/app/1621690"
"Enter the Gungeon","1459828800000","","false","3272814","14.99","22719025","46.60400812564204","96","AA","Devolver Digital","Dodge Roll","311690","https://store.steampowered.com/app/311690"
"Escape Simulator","1634616000000","","false","2116651","19.99","22627563","19.80620116932782","94","Indie","Pine Studio","Pine Studio","1435790","https://store.steampowered.com/app/1435790"
"Myth of Empires","1637211600000","","false","1028088","29.99","22536808","523.5694562304947","69","Indie","Imperium Interactive Entertainment","Angela Game","1371580","https://store.steampowered.com/app/1371580"
"Black Mesa","1430438400000","1583470800000","false","2876019","19.99","22495899","18.703926746671442","95","Indie","Crowbar Collective","Crowbar Collective","362890","https://store.steampowered.com/app/362890"
"Serious Sam 3: BFE","1321938000000","","false","2147915","29.99","22326992","17.543043749546502","88","AA","Devolver Digital","Croteam","41070","https://store.steampowered.com/app/41070"
"This War of Mine","1415941200000","","false","4069084","19.99","22042554","15.97792438128426","95","AA","11 bit studios","11 bit studios","282070","https://store.steampowered.com/app/282070"
"Insurgency","1364774400000","1390366800000","false","6441771","14.99","21905907","53.540336219764846","92","Indie","New World Interactive","New World Interactive","222880","https://store.steampowered.com/app/222880"
"Don't Starve","1351728000000","1366689600000","false","6143151","9.99","21758416","41.5340055284589","97","AA","Klei Entertainment","Klei Entertainment","219740","https://store.steampowered.com/app/219740"
"The Escapists 2","1503288000000","","false","2689801","19.99","21450446","9.175865586195746","91","AA","Team17","Team17,Mouldy Toof Studios","641990","https://store.steampowered.com/app/641990"
"Transport Fever 2","1576040400000","","false","826037","39.99","21138106","77.29296430349315","90","AA","Good Shepherd Entertainment","Urban Games","1066780","https://store.steampowered.com/app/1066780"
"Pathfinder: Wrath of the Righteous - Enhanced Edition","1630555200000","","false","915467","39.99","20985143","151.0800139757129","84","Indie","META Publishing,Owlcat Games","Owlcat Games","1184370","https://store.steampowered.com/app/1184370"
"Pavlov","1488153600000","1733270400000","false","1918445","24.99","20976589","31.411002073343024","90","Indie","Vankrupt Games","Vankrupt Games","555160","https://store.steampowered.com/app/555160"
"Golf With Your Friends","1451606400000","1589860800000","false","3718816","14.99","20964272","17.440431796122585","88","AA","Team17","Blacklight Interactive,Team17","431240","https://store.steampowered.com/app/431240"
"Bodycam","1717732800000","","true","737275","33.32","20789392","14.490919839221693","75","Indie","Reissad Studio","Reissad Studio","2406770","https://store.steampowered.com/app/2406770"
"The Isle","1448946000000","","true","1521902","19.99","20723717","125.91869036658007","81","Indie","Afterthought LLC","Afterthought LLC","376210","https://store.steampowered.com/app/376210"
"Dungeon Defenders II","1417392000000","1497931200000","false","3822652","0","20472290.664375164","147.58870647386607","77","Indie","Chromatic Games","Chromatic Games","236110","https://store.steampowered.com/app/236110"
"HuniePop 2: Double Date","1612760400000","","false","1206001","19.99","20148698","19.368225939306257","91","Indie","HuniePot","HuniePot","930210","https://store.steampowered.com/app/930210"
"Hellblade: Senua's Sacrifice","1502078400000","","false","1858859","29.99","19822429","7.573076534000229","90","Indie","Ninja Theory","Ninja Theory","414340","https://store.steampowered.com/app/414340"
"Unpacking","1635739200000","","false","1470235","19.99","19757367","5.001941897376041","93","AA","Humble Games","Witch Beam","1135690","https://store.steampowered.com/app/1135690"
"Stranded Deep","1421989200000","1660104000000","false","1726909","19.99","19729123","17.49744151822013","75","Indie","Beam Team Publishing","Beam Team Games","313120","https://store.steampowered.com/app/313120"
"Shakes and Fidget","1456290000000","","false","1901218","0","19243685.669397276","0","93","Indie","Playa Games GmbH","Playa Games GmbH","438040","https://store.steampowered.com/app/438040"
"Papers, Please","1375934400000","","false","4096854","9.99","19191494","10.784323156917285","97","Indie","3909","Lucas Pope","239030","https://store.steampowered.com/app/239030"
"SUPERHOT","1456376400000","","false","1437303","24.99","19100545","5.485178462641346","91","Indie","SUPERHOT Team","SUPERHOT Team","322500","https://store.steampowered.com/app/322500"
"Darkest Dungeon® II","1683518400000","","false","656287","39.99","18811994","50.04499320728089","76","AA","Red Hook Studios","Red Hook Studios","1940340","https://store.steampowered.com/app/1940340"
"Warhammer: End Times - Vermintide","1445572800000","","false","1349397","44.99","18628599","15.98848829948509","80","AA","Fatshark","Fatshark","235540","https://store.steampowered.com/app/235540"
"Liar's Bar","1727827200000","","true","3405839","6.99","18427533","5.35129168917588","92","Indie","Curve Animation","Curve Animation","3097560","https://store.steampowered.com/app/3097560"
"MiSide","1733788800000","","false","1417863","14.99","18323398","11.678830396436194","98","AA","IndieArk,Shochiku (Japan)","AIHASTO","2527500","https://store.steampowered.com/app/2527500"
"Lobotomy Corporation | Monster Management Simulation","1480550400000","1523246400000","false","1712764","24.99","18287449","0","94","AA","ProjectMoon","ProjectMoon","568220","https://store.steampowered.com/app/568220"
"Shadow Tactics: Blades of the Shogun","1481000400000","","false","1612711","39.99","18278070","23.221972301728545","96","AA","Daedalic Entertainment","Mimimi Games","418240","https://store.steampowered.com/app/418240"
"Ultimate Chicken Horse","1457067600000","","false","2609078","14.99","18128152","8.864780459669625","96","Indie","Clever Endeavour Games","Clever Endeavour Games","386940","https://store.steampowered.com/app/386940"
"A Hat in Time","1507176000000","","false","1007582","29.99","17935020","28.880242146808975","98","Indie","Gears for Breakfast,Humble Games","Gears for Breakfast","253230","https://store.steampowered.com/app/253230"
"太吾绘卷 The Scroll Of Taiwu","1537416000000","","true","1419212","19.99","17928593","65.68420189162217","70","Indie","ConchShip Games","ConchShip Games","838350","https://store.steampowered.com/app/838350"
"Five Nights at Freddy's: Security Breach","1639630800000","","false","675653","39.99","17865129","19.656295102989958","86","Indie","ScottGames","Steel Wool Studios","747660","https://store.steampowered.com/app/747660"
"Universe Sandbox","1440388800000","","true","959819","29.99","17855877","12.928912313433074","96","Indie","Giant Army","Giant Army","230290","https://store.steampowered.com/app/230290"
"Stick Fight: The Game","1506571200000","","false","6178226","4.99","17844610","7.1744349457924494","94","AA","Landfall","Landfall West","674940","https://store.steampowered.com/app/674940"
"PlateUp!","1659585600000","false","1522635","19.99","17645286","37.05052883246624","95","Indie","Yogscast Games,Gamersky Games","It's happening","1599600","https://store.steampowered.com/app/1599600",""
"GROUND BRANCH","1534219200000","true","759909","29.99","17628234","26.28922430063886","90","Indie","MicroProse Software","BlackFoot Studios","16900","https://store.steampowered.com/app/16900",""
"Besiege","1420070400000","false","3306413","14.99","17469010","38.74767633679181","95","Indie","Spiderling Studios","Spiderling Studios","346010","https://store.steampowered.com/app/346010","1582002000000"
"Eco","1517893200000","true","666855","29.99","17336717","0","81","Indie","Strange Loop Games","Strange Loop Games","382310","https://store.steampowered.com/app/382310",""
"My Time at Portia","1514764800000","false","1417241","29.99","17087815","0","92","AA","Focus Entertainment","Pathea Games","666140","https://store.steampowered.com/app/666140","1547528400000"
"Sun Haven","1624593600000","false","980574","24.99","16976493","33.06863206863584","84","Indie","Pixel Sprout Studios","Pixel Sprout Studios","1432860","https://store.steampowered.com/app/1432860","1678424400000"
"Skul: The Hero Slayer","1582002000000","false","1632601","19.99","16870482","48.17898064018284","93","AA","NEOWIZ","SOUTHPAW GAMES","1147560","https://store.steampowered.com/app/1147560","1611118800000"
"Stumble Guys","1633579200000","false","17651433","0","16610450.207075067","11.775723043162916","85","Indie","Scopely","Scopely","1677740","https://store.steampowered.com/app/1677740",""
"Banished","1392699600000","false","2052543","19.99","16512064","73.48791336083278","90","Indie","Shining Rock Software LLC","Shining Rock Software LLC","242920","https://store.steampowered.com/app/242920",""
"Celeste","1516856400000","false","2493676","19.99","16308394","0","97","Indie","Maddy Makes Games Inc.","Maddy Makes Games Inc.,Extremely OK Games, Ltd.","504230","https://store.steampowered.com/app/504230",""
